what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.mylyn.commons.net,3.4.1.v20100625-2100-e3x,"org.eclipse.mylyn.commons.net",1330004578721
started,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1330004578721
started,bundle,org.eclipse.mylyn.context.core,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.core",1330004578729
started,bundle,org.eclipse.mylyn.context.ui,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.ui",1330004578735
started,bundle,org.eclipse.mylyn.monitor.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.monitor.ui",1330004578735
started,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1330004578736
started,bundle,org.eclipse.team.core,3.5.100.R36x_v20100825-0800,"org.eclipse.team.core",1330004578737
started,bundle,org.eclipse.team.cvs.core,3.3.300.I20100526-0800,"org.eclipse.team.cvs.core",1330004578737
started,bundle,org.eclipse.team.cvs.ui,3.3.301.R36x_v20100825-0800,"org.eclipse.team.cvs.ui",1330004578739
started,bundle,org.eclipse.team.ui,3.5.101.R36x_v20100825-0800,"org.eclipse.team.ui",1330004578740
started,bundle,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui",1330004578741
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1330004578741
started,bundle,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.editors",1330004578741
started,bundle,org.eclipse.ui.forms,3.5.2.r36_v20100702,"org.eclipse.ui.forms",1330004578744
started,bundle,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.ide",1330004578746
started,bundle,org.eclipse.ui.navigator,3.5.0.I20100601-0800,"org.eclipse.ui.navigator",1330004578746
started,bundle,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.resources",1330004578747
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1330004578747
started,bundle,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views",1330004578747
started,bundle,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"org.eclipse.ui.workbench",1330004578748
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1330004578754
started,bundle,com.altera.sbtgui.project,11.1.0.173,"com.altera.sbtgui.project",1330004578755
os,sysinfo,,,"linux",1330004578762
arch,sysinfo,,,"x86",1330004578762
ws,sysinfo,,,"gtk",1330004578762
locale,sysinfo,,,"en_US",1330004578762
processors,sysinfo,,,"2",1330004578763
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1330004578763
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1330004578763
java.specification.name,sysinfo,,,"Java Platform API Specification",1330004578763
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1330004578763
java.specification.version,sysinfo,,,"1.6",1330004578763
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1330004578763
java.version,sysinfo,,,"1.6.0_23",1330004578763
java.vm.info,sysinfo,,,"mixed mode",1330004578763
java.vm.name,sysinfo,,,"Java HotSpot(TM) Server VM",1330004578763
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1330004578763
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1330004578763
java.vm.specification.version,sysinfo,,,"1.0",1330004578763
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1330004578763
java.vm.version,sysinfo,,,"19.0-b09",1330004578763
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.tasks.ui",1330004578818
started,bundle,org.eclipse.mylyn.team.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.team.ui",1330004578849
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1330004578850
