what,kind,bundleId,bundleVersion,description,time
java.specification.version,sysinfo,,,"1.6",1329751633701
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1329751633701
java.version,sysinfo,,,"1.6.0_23",1329751633701
java.vm.info,sysinfo,,,"mixed mode",1329751633701
java.vm.name,sysinfo,,,"Java HotSpot(TM) Server VM",1329751633701
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1329751633701
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1329751633701
java.vm.specification.version,sysinfo,,,"1.0",1329751633701
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1329751633701
java.vm.version,sysinfo,,,"19.0-b09",1329751633701
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1329751633705
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1329751633714
started,bundle,org.eclipse.mylyn.bugzilla.core,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.bugzilla.core",1329751633750
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1329751633875
started,bundle,org.eclipse.mylyn.context.core,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.core",1329751634136
started,bundle,org.eclipse.mylyn.context.ui,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.ui",1329751634152
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1329751634380
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.tasks.ui",1329751634764
started,bundle,org.eclipse.mylyn.team.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.team.ui",1329751634814
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1329751635049
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1329751635621
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1329751635799
started,bundle,com.altera.sbtgui.integration,11.1.0.173,"com.altera.sbtgui.integration",1329751636810
started,bundle,com.altera.systemconsole,11.1.0.173,"com.altera.systemconsole",1329751636834
started,bundle,com.altera.utilities,11.1.0.173,"com.altera.utilities",1329751637239
started,bundle,com.altera.sbtgui.launch,11.1.0.173,"com.altera.sbtgui.launch",1329751638476
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1329751639503
started,bundle,com.altera.sbtgui.core,11.1.0.173,"com.altera.sbtgui.core",1329751640172
started,bundle,org.eclipse.compare,3.5.100.I20100526-0800,"org.eclipse.compare",1329751641356
opened,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1329751644644
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1329751644749
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.1.0.201009141542,"org.eclipse.cdt.dsf.gdb.ui",1329751645155
started,bundle,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui",1329751646181
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1329751683925
started,bundle,org.eclipse.cdt.debug.core,7.0.0.201009141542,"org.eclipse.cdt.debug.core",1329751685148
started,bundle,org.eclipse.cdt.debug.ui,7.0.0.201009141542,"org.eclipse.cdt.debug.ui",1329751685182
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1329751685183
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1329751686304
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1329751692890
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineStart",1329751698172
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1329751699722
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.lineEnd",1329751702106
